_index,_type,_id,_score,authors,average_rating,average_rating_rounded,books_count,id,image,image_medium,isbn,language_code,original_publication_year,original_series,original_title,ratings_count,title
good-books-ds,good-books-ds,5710,1,Jeaniene Frost,4.3,4,23,5710,https://images.gr-assets.com/books/1352947741l/13125234.jpg,https://images.gr-assets.com/books/1352947741m/13125234.jpg,62076108,en-GB,2013,Night Prince,Twice Tempted,26598,"Twice Tempted (Night Prince, #2)"
good-books-ds,good-books-ds,5712,1,Kiera Cass,4.03,4,32,5712,https://images.gr-assets.com/books/1380214609l/18172471.jpg,https://images.gr-assets.com/books/1380214609m/18172471.jpg,62318322,eng,2014,The Selection,The Selection Stories: The Prince & The Guard,23695,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)"
good-books-ds,good-books-ds,5713,1,Gary Vaynerchuk,3.85,4,35,5713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,61914177,en-US,2009,,Crush It!: Why Now Is the Time to Cash in on Your Passion,17271,Crush It!: Why Now Is the Time to Cash In on Your Passion
good-books-ds,good-books-ds,5714,1,Alastair Reynolds,4.13,4,35,5714,https://images.gr-assets.com/books/1309206851l/89190.jpg,https://images.gr-assets.com/books/1309206851m/89190.jpg,044101173X,eng,2003,,Redemption Ark,16484,Redemption Ark
good-books-ds,good-books-ds,5715,1,Steve Berry,3.94,4,54,5715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,345485777,en-US,2007,Cotton Malone,The Venetian Betrayal,18403,"The Venetian Betrayal (Cotton Malone, #3)"
good-books-ds,good-books-ds,5718,1,"Walt Disney Company, Ellen Titlebaum",4.39,4,77,5718,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,786834277,,2002,,Beauty and the Beast,14811,Beauty and the Beast
good-books-ds,good-books-ds,5720,1,Kylie Scott,4.32,4,32,5720,https://images.gr-assets.com/books/1396467599l/19286623.jpg,https://images.gr-assets.com/books/1396467599m/19286623.jpg,1250052386,eng,2014,Stage Dive,Lead,29239,"Lead (Stage Dive, #3)"
good-books-ds,good-books-ds,5724,1,Jennifer Echols,4.02,4,9,5724,https://images.gr-assets.com/books/1276962830l/7124475.jpg,https://images.gr-assets.com/books/1276962830m/7124475.jpg,1442406593,eng,2010,The Boys Next Door,Endless Summer,18438,"Endless Summer (The Boys Next Door, #1-2)"
good-books-ds,good-books-ds,5726,1,Mary Kubica,3.57,4,37,5726,https://images.gr-assets.com/books/1459917062l/27821486.jpg,https://images.gr-assets.com/books/1459917062m/27821486.jpg,778319059,,2016,,Don't You Cry,17399,Don't You Cry
good-books-ds,good-books-ds,5727,1,Willard F. Harley Jr.,4.11,4,37,5727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,1986,,"Que Necesita El, Que Necesita Ella ",15008,"His Needs, Her Needs: Building an Affair-Proof Marriage"
good-books-ds,good-books-ds,5729,1,Kelly Creagh,3.87,4,10,5729,https://images.gr-assets.com/books/1294381693l/7129598.jpg,https://images.gr-assets.com/books/1294381693m/7129598.jpg,1442402008,en-US,2010,Nevermore,Nevermore,24570,"Nevermore (Nevermore, #1)"
good-books-ds,good-books-ds,5732,1,"Jonathan Stroud, Simon  Jones",4.19,4,44,5732,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,307738612,eng,2010,Bartimaeus,The Ring of Solomon,18809,"The Ring of Solomon (Bartimaeus, #0.5)"
good-books-ds,good-books-ds,5734,1,Louise Erdrich,4.02,4,34,5734,https://images.gr-assets.com/books/1410133209l/142900.jpg,https://images.gr-assets.com/books/1410133209m/142900.jpg,60837055,,2003,,The Master Butchers Singing Club,16821,The Master Butchers Singing Club
good-books-ds,good-books-ds,5736,1,Abbi Glines,4.01,4,16,5736,https://images.gr-assets.com/books/1429191171l/22522202.jpg,https://images.gr-assets.com/books/1429191171m/22522202.jpg,1481438867,eng,2015,The Field Party,Until Friday Night,20813,"Until Friday Night (The Field Party, #1)"
good-books-ds,good-books-ds,5737,1,Melinda Haynes,3.67,4,20,5737,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,671774670,en-US,1999,,Mother of Pearl,17378,Mother of Pearl
good-books-ds,good-books-ds,5738,1,Chris Cleave,3.8,4,37,5738,https://images.gr-assets.com/books/1462176457l/25814512.jpg,https://images.gr-assets.com/books/1462176457m/25814512.jpg,1501124374,eng,2016,,Everyone Brave Is Forgiven,16183,Everyone Brave is Forgiven
good-books-ds,good-books-ds,5739,1,Michael Crichton,3.84,4,77,5739,https://images.gr-assets.com/books/1328309104l/7682.jpg,https://images.gr-assets.com/books/1328309104m/7682.jpg,553129198,,1975,,The Great Train Robbery,17309,The Great Train Robbery
good-books-ds,good-books-ds,5741,1,Kristin Hannah,4.05,4,38,5741,https://images.gr-assets.com/books/1320542055l/297134.jpg,https://images.gr-assets.com/books/1320542055m/297134.jpg,345467515,en-GB,2004,,The Things We Do for Love,16190,The Things We Do for Love
good-books-ds,good-books-ds,5742,1,Juliet Marillier,4.32,4,39,5742,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,765343266,eng,2000,Sevenwaters,Son of the Shadows,21544,"Son of the Shadows (Sevenwaters, #2)"
good-books-ds,good-books-ds,5743,1,Ken Follett,3.86,4,108,5743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,451207793,eng,1980,,The Key to Rebecca,16616,The Key to Rebecca
good-books-ds,good-books-ds,5744,1,Chloe Neill,4.17,4,25,5744,https://images.gr-assets.com/books/1372850762l/9581001.jpg,https://images.gr-assets.com/books/1372850762m/9581001.jpg,451233328,en-US,2011,Chicagoland Vampires,Hard Bitten,28656,"Hard Bitten (Chicagoland Vampires, #4)"
good-books-ds,good-books-ds,5747,1,"H.P. Lovecraft, China Miéville, S.T. Joshi",3.93,4,253,5747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,812974417,eng,1936,,At the Mountains of Madness,16637,At the Mountains of Madness
good-books-ds,good-books-ds,5754,1,"Jorge Luis Borges, Andrew Hurley",4.58,5,18,5754,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,140286802,eng,1998,,Cuentos completos,16474,Collected Fictions
good-books-ds,good-books-ds,5759,1,L.J. Smith,3.78,4,56,5759,https://images.gr-assets.com/books/1277829186l/6934395.jpg,https://images.gr-assets.com/books/1277829186m/6934395.jpg,61720852,en-US,2011,The Vampire Diaries: The Return,The Vampire Diaries: The Return: Midnight,20566,"Midnight (The Vampire Diaries: The Return, #3)"
good-books-ds,good-books-ds,5760,1,Sherrilyn Kenyon,4.15,4,35,5760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,312934343,en-US,2006,"Dark-Hunter ",Dark Side of the Moon,27311,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)"
good-books-ds,good-books-ds,5761,1,"Carol Tavris, Elliot Aronson",3.99,4,39,5761,https://images.gr-assets.com/books/1328876733l/522525.jpg,https://images.gr-assets.com/books/1328876733m/522525.jpg,151010986,en-US,2007,But Not by Me,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",15249,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts"
good-books-ds,good-books-ds,5762,1,T.R. Ragan,3.94,4,19,5762,https://images.gr-assets.com/books/1446520793l/13765729.jpg,https://images.gr-assets.com/books/1446520793m/13765729.jpg,,eng,2011,"Lizzy Gardner ",Abducted,8828,Abducted (Lizzy Gardner #1)
good-books-ds,good-books-ds,5763,1,"Richard Bachman, Stephen King",3.59,4,75,5763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,451197879,en-US,1981,,Roadwork,18479,Roadwork
good-books-ds,good-books-ds,5765,1,Jared Diamond,4.04,4,56,5765,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,60845503,eng,1991,,The Third Chimpanzee: The Evolution and Future of the Human Animal,15362,The Third Chimpanzee: The Evolution and Future of the Human Animal
good-books-ds,good-books-ds,5766,1,Dennis Lehane,4.03,4,63,5766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,688163181,en-US,2008,"Coughlin ",The Given Day,16528,The Given Day (Coughlin #1)
good-books-ds,good-books-ds,5771,1,Karin Slaughter,4.11,4,61,5771,https://images.gr-assets.com/books/1167323214l/21722.jpg,https://images.gr-assets.com/books/1167323214m/21722.jpg,440242916,en-US,2005,Grant County,Faithless,16833,"Faithless (Grant County, #5)"
good-books-ds,good-books-ds,5772,1,Jill Bolte Taylor,3.86,4,67,5772,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1430300612,en-US,2006,,My Stroke of Insight,14734,My Stroke of Insight: A Brain Scientist's Personal Journey
good-books-ds,good-books-ds,5773,1,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.32,4,25,5773,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1582406847,eng,2007,,The Walking Dead 6,18655,"The Walking Dead, Vol. 06: This Sorrowful Life"
good-books-ds,good-books-ds,5775,1,Dean Koontz,3.75,4,74,5775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,425199584,,1991,,Cold Fire,18343,Cold Fire
good-books-ds,good-books-ds,5782,1,Isaac Asimov,4.17,4,30,5782,https://images.gr-assets.com/books/1335782304l/76688.jpg,https://images.gr-assets.com/books/1335782304m/76688.jpg,586062009,eng,1985,"Robot ",Robots and Empire,18462,Robots and Empire (Robot #4)
good-books-ds,good-books-ds,5783,1,Aldous Huxley,3.87,4,118,5783,https://images.gr-assets.com/books/1375947541l/5130.jpg,https://images.gr-assets.com/books/1375947541m/5130.jpg,60085495,eng,1962,,Island,14440,Island
good-books-ds,good-books-ds,5785,1,Jean-Paul Sartre,4.13,4,52,5785,https://images.gr-assets.com/books/1362639118l/123933.jpg,https://images.gr-assets.com/books/1362639118m/123933.jpg,573613052,eng,1944,,Huis clos,16533,No Exit
good-books-ds,good-books-ds,5786,1,Seth Godin,3.83,4,30,5786,https://images.gr-assets.com/books/1311282216l/324748.jpg,https://images.gr-assets.com/books/1311282216m/324748.jpg,1591841666,,2007,and When to Stick,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),15009,The Dip: A Little Book That Teaches You When to Quit (and When to Stick)
good-books-ds,good-books-ds,5791,1,Darynda Jones,4.39,4,30,5791,https://images.gr-assets.com/books/1310823404l/12043770.jpg,https://images.gr-assets.com/books/1310823404m/12043770.jpg,1250001544,eng,2012,Charley Davidson,Third Grave Dead Ahead,15137,"Third Grave Dead Ahead (Charley Davidson, #3)"
good-books-ds,good-books-ds,5795,1,"Owen  West, Dean Koontz",3.6,4,38,5795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,425142485,eng,1980,,The Funhouse,18424,The Funhouse
good-books-ds,good-books-ds,5800,1,Piers Anthony,3.87,4,30,5800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,345418514,eng,1979,Xanth,Castle Roogna,19867,"Castle Roogna (Xanth, #3)"
good-books-ds,good-books-ds,5801,1,Mary Higgins Clark,3.88,4,75,5801,https://images.gr-assets.com/books/1421102605l/571555.jpg,https://images.gr-assets.com/books/1421102605m/571555.jpg,671673688,eng,1989,,While My Pretty One Sleeps,18846,While My Pretty One Sleeps
good-books-ds,good-books-ds,5802,1,Joseph Kesselring,4.14,4,8,5802,https://images.gr-assets.com/books/1319500896l/178599.jpg,https://images.gr-assets.com/books/1319500896m/178599.jpg,856761222,,1939,,Arsenic and Old Lace,20473,Arsenic and Old Lace
good-books-ds,good-books-ds,5803,1,Ellen Schreiber,4.01,4,20,5803,https://images.gr-assets.com/books/1443971681l/263171.jpg,https://images.gr-assets.com/books/1443971681m/263171.jpg,61132233,eng,2007,Vampire Kisses,"Dance with a Vampire (Vampire Kisses, #4)",22119,"Dance with a Vampire (Vampire Kisses, #4)"
good-books-ds,good-books-ds,5804,1,Ken Kesey,4.24,4,47,5804,https://images.gr-assets.com/books/1364846481l/529626.jpg,https://images.gr-assets.com/books/1364846481m/529626.jpg,140045295,,1964,,Sometimes a Great Notion,15502,Sometimes a Great Notion
good-books-ds,good-books-ds,5805,1,Tamora Pierce,4.07,4,28,5805,https://images.gr-assets.com/books/1328860149l/58890.jpg,https://images.gr-assets.com/books/1328860149m/58890.jpg,590554093,eng,1998,Circle of Magic,Tris's Book,24511,"Tris's Book (Circle of Magic, #2)"
good-books-ds,good-books-ds,5810,1,Scott Westerfeld,3.8,4,44,5810,https://images.gr-assets.com/books/1501166713l/24766.jpg,https://images.gr-assets.com/books/1501166713m/24766.jpg,,eng,2004,Midnighters,The Secret Hour,23933,"The Secret Hour (Midnighters, #1)"
good-books-ds,good-books-ds,5812,1,Paulo Coelho,3.93,4,75,5812,https://images.gr-assets.com/books/1399717203l/587666.jpg,https://images.gr-assets.com/books/1399717203m/587666.jpg,7235801,eng,2000,,Ser Como o Rio que Flui,12708,Like the Flowing River
good-books-ds,good-books-ds,5813,1,Brandon Mull,4.03,4,10,5813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,159038783X,,2007,The Candy Shop War,The Candy Shop War,19619,"The Candy Shop War (The Candy Shop War, #1)"
good-books-ds,good-books-ds,5814,1,Kelley Armstrong,4.19,4,28,5814,https://images.gr-assets.com/books/1330706568l/11915.jpg,https://images.gr-assets.com/books/1330706568m/11915.jpg,553588184,eng,2006,Women of the Otherworld,Broken,24319,"Broken (Women of the Otherworld, #6)"
good-books-ds,good-books-ds,5816,1,"Verna Aardema, Leo Dillon, Diane Dillon",4.01,4,23,5816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,140549056,,1975,,Why Mosquitoes Buzz in People's Ears: A West African Tale,20639,Why Mosquitoes Buzz in People's Ears
good-books-ds,good-books-ds,5817,1,Sophie Kinsella,3.24,3,52,5817,https://images.gr-assets.com/books/1398905552l/21064599.jpg,https://images.gr-assets.com/books/1398905552m/21064599.jpg,812993861,eng,2014,Shopaholic,"Shopaholic to the Stars (Shopaholic, #7)",15414,"Shopaholic to the Stars (Shopaholic, #7)"
good-books-ds,good-books-ds,5818,1,Nora Roberts,3.94,4,1,5818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,399154345,eng,2007,,High Noon,20698,High Noon
good-books-ds,good-books-ds,5820,1,Rebecca Solnit,3.93,4,25,5820,https://images.gr-assets.com/books/1393447237l/18528190.jpg,https://images.gr-assets.com/books/1393447237m/18528190.jpg,1608463869,eng,2014,,Men Explain Things to Me,17918,Men Explain Things to Me
good-books-ds,good-books-ds,5822,1,"Carlos Ruiz Zafón, Lucia Graves",3.66,4,95,5822,https://images.gr-assets.com/books/1261604683l/7128341.jpg,https://images.gr-assets.com/books/1261604683m/7128341.jpg,316044776,eng,1986,Niebla,El príncipe de la niebla,14381,"The Prince of Mist (Niebla, #1)"
good-books-ds,good-books-ds,5825,1,J.D. Robb,4.35,4,63,5825,https://images.gr-assets.com/books/1305124508l/172691.jpg,https://images.gr-assets.com/books/1305124508m/172691.jpg,749934174,eng,1999,In Death,Conspiracy in Death,22149,"Conspiracy in Death (In Death, #8)"
good-books-ds,good-books-ds,5826,1,Alexander McCall Smith,4.07,4,55,5826,https://images.gr-assets.com/books/1422951731l/7053.jpg,https://images.gr-assets.com/books/1422951731m/7053.jpg,375422714,eng,2004,No. 1 Ladies' Detective Agency,In the Company of Cheerful Ladies,19839,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)"
good-books-ds,good-books-ds,5827,1,"Laura Ingalls Wilder, Garth Williams",3.88,4,48,5827,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,60885459,eng,1953,Little House,The First Four Years,24180,"The First Four Years  (Little House, #9)"
good-books-ds,good-books-ds,5829,1,Kathy Reichs,3.92,4,68,5829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,743294378,eng,2007,Temperance Brennan,Bones to Ashes,19942,"Bones to Ashes (Temperance Brennan, #10)"
good-books-ds,good-books-ds,5834,1,"James Patterson, Michael Ledwidge",4.03,4,42,5834,https://images.gr-assets.com/books/1293807879l/8437913.jpg,https://images.gr-assets.com/books/1293807879m/8437913.jpg,031612852X,eng,2010,Michael Bennett,Tick Tock,17189,"Tick Tock (Michael Bennett, #4)"
good-books-ds,good-books-ds,5837,1,Kevin Hearne,4.28,4,15,5837,https://images.gr-assets.com/books/1387891720l/16280678.jpg,https://images.gr-assets.com/books/1387891720m/16280678.jpg,345548485,eng,2014,The Iron Druid Chronicles,Shattered,15133,"Shattered (The Iron Druid Chronicles, #7)"
good-books-ds,good-books-ds,5839,1,Brad Thor,4.22,4,30,5839,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1416543791,eng,2007,Scot Harvath,The First Commandment,14833,"The First Commandment (Scot Harvath, #6)"
good-books-ds,good-books-ds,5843,1,Peter Clines,3.82,4,9,5843,https://images.gr-assets.com/books/1416182070l/23164927.jpg,https://images.gr-assets.com/books/1416182070m/23164927.jpg,553418297,eng,2015,,The Fold,13519,The Fold
good-books-ds,good-books-ds,5844,1,Louise Penny,4.21,4,21,5844,https://images.gr-assets.com/books/1429532809l/24586590.jpg,https://images.gr-assets.com/books/1429532809m/24586590.jpg,1250022088,eng,2015,"Chief Inspector Armand Gamache ",The Nature of the Beast,14695,The Nature of the Beast (Chief Inspector Armand Gamache #11)
good-books-ds,good-books-ds,5845,1,Laura C. Schlessinger,3.71,4,27,5845,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,60520620,,2003,,The Proper Care and Feeding of Husbands,13465,The Proper Care and Feeding of Husbands
good-books-ds,good-books-ds,5847,1,Yana Toboso,4.53,5,14,5847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,ind,2007,Black Butler,黒執事 III [Kuroshitsuji III],16682,"Black Butler, Vol. 3 (Black Butler, #3)"
good-books-ds,good-books-ds,5848,1,Michael J. Sullivan,4.31,4,16,5848,https://images.gr-assets.com/books/1375570227l/16043804.jpg,https://images.gr-assets.com/books/1375570227m/16043804.jpg,031624371X,eng,2013,The Riyria Chronicles,The Crown Tower,17352,"The Crown Tower (The Riyria Chronicles, #1)"
good-books-ds,good-books-ds,5849,1,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",4.31,4,24,5849,https://images.gr-assets.com/books/1327876816l/8477057.jpg,https://images.gr-assets.com/books/1327876816m/8477057.jpg,1401229697,eng,2011,,Daytripper,17679,Daytripper
good-books-ds,good-books-ds,5850,1,Cherise Sinclair,3.99,4,10,5850,https://images.gr-assets.com/books/1328014540l/6357022.jpg,https://images.gr-assets.com/books/1328014540m/6357022.jpg,,eng,2009,Masters of the Shadowlands,"Club Shadowlands (Masters of the Shadowlands, #1)",22733,"Club Shadowlands (Masters of the Shadowlands, #1)"
good-books-ds,good-books-ds,5851,1,"Orhan Pamuk, Maureen Freely",3.69,4,97,5851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,307266761,eng,2008,,Masumiyet Müzesi,12685,The Museum of Innocence
good-books-ds,good-books-ds,5853,1,"Johann Wolfgang von Goethe, Walter Kaufmann",3.97,4,951,5853,https://images.gr-assets.com/books/1320404568l/406373.jpg,https://images.gr-assets.com/books/1320404568m/406373.jpg,385031149,eng,1832,,Faust. Der Tragödie erster und zweiter Teil,15864,Faust
good-books-ds,good-books-ds,5855,1,Jenny Nimmo,3.89,4,29,5855,https://images.gr-assets.com/books/1290344623l/106131.jpg,https://images.gr-assets.com/books/1290344623m/106131.jpg,439545285,,2005,The Children of the Red King,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, # 4)",20101,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)"
good-books-ds,good-books-ds,5859,1,Rachel Renée Russell,4.42,4,41,5859,https://images.gr-assets.com/books/1370064645l/13547289.jpg,https://images.gr-assets.com/books/1370064645m/13547289.jpg,1442449616,eng,2012,Dork Diaries,Tales From a Not-So-Smart Miss Know-it-all,13648,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)"
good-books-ds,good-books-ds,5861,1,Agatha Christie,3.84,4,210,5861,https://images.gr-assets.com/books/1308808730l/16363.jpg,https://images.gr-assets.com/books/1308808730m/16363.jpg,7119356,eng,1938,Hercule Poirot,Appointment with Death,20793,"Appointment with Death (Hercule Poirot, #19)"
